2024-04-16_02:00:42.717356, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture. Their current expression is neutral.
2024-04-16_02:07:32.913221, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.027805, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.096400, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.167131, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.241726, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.348941, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.435669, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.525392, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.615559, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.706770, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.799798, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.865586, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:33.938767, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.006090, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.094910, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.182926, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.291329, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.382829, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.451373, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.521225, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.595151, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.667183, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.742173, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.829721, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.915856, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:34.990212, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.061960, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.129725, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.215792, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.288364, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.371864, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.455060, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.542826, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.658210, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.779884, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.882707, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:35.983202, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.080471, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.186169, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.277971, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.389951, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.487418, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.581369, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.686781, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.783937, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:36.900435, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.006578, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.105506, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.218844, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.354448, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.446301, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.545144, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.657465, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.761600, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.832936, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:37.926184, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.029688, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.105396, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.177213, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.245253, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.318098, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.391153, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.461321, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.527685, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.598085, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.672283, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.755683, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.855204, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:38.950919, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.037029, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.102754, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.167985, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.232057, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.299818, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.363458, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.436072, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.508963, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.583556, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.647704, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.742328, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.836738, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.908625, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:39.979506, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.053256, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.125313, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.198515, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.270643, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.344522, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.409717, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.497307, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.589867, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.676672, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.749727, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.847622, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:40.935361, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.008305, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.094386, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.192011, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.264286, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.376910, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.466688, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.535121, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.606981, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.682197, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.766074, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.850490, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.916187, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:41.981233, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.053899, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.128587, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.234595, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.323947, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.389246, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.454437, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.518554, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.593870, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.663979, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.752519, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.834508, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.919279, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:42.983148, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.052308, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.142164, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.220187, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.307822, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.395162, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.463649, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.561307, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.651825, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.740143, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.834914, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:43.927089, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.015568, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.093468, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.180730, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.255949, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.329975, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.404045, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.489839, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.579064, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.649769, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.715404, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.783293, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.869701, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:44.986316, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.069018, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.166059, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.239472, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.335170, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.404521, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.476737, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.549618, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.619042, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.691266, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.764735, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.830964, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.903820, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:45.977698, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.060395, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.133193, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.204610, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.269459, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.344602, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.421737, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.492085, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.557594, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.661823, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.757325, The student is leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.864606, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:46.967415, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.079313, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.170593, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.268961, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.382561, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.469911, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.578310, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.696277, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.791963, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.887581, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:47.984545, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.087377, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.175491, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.272273, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.359475, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.467466, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.550640, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.640466, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.737613, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.804934, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:48.918081, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.002509, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.102324, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.200469, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.294235, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.390219, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.464008, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.561858, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.674236, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.774078, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.853997, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:49.932431, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.000264, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.094944, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.162573, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.256995, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.332961, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.432106, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.524675, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.643618, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.735525, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.827902, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:50.924757, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.021166, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.094216, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.161674, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.250740, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.350228, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.428780, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.512233, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.613010, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.694219, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.784017, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.865837, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:51.965046, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.059601, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.155112, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.262560, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.368194, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.473949, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.585101, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.667762, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.790400, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.880099, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:52.985068, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:53.087637, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:53.190820, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:53.297315, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:53.398151, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:53.498860, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
2024-04-16_02:07:53.597649, The student is not leaning forward, not making eye contact, smiling, and displaying open posture. Their current expression is sympathetic.
